id,x,y
463,4109,1728
464,4023,1743
465,3992,1743
466,3943,1741
467,3888,1755
468,3913,1712
469,3939,1708
470,3993,1706
471,4018,1683
472,4026,1667
473,4000,1663
474,3969,1659
475,3987,1642
476,4005,1637
477,4040,1646
478,4169,1772
479,4161,1676
480,4136,1682
481,4279,1613
482,4257,1657
483,5073,1839
484,5007,1846
485,5034,1806
486,5159,1853
487,5107,1882
488,5118,1818
489,5077,1780
490,5029,1755
491,4985,1766
492,4943,1803
493,4970,1816
494,4936,1653
495,4224,1749
496,4211,1728
497,4183,1709
498,4167,1732
499,4023,1827
500,4007,1824
501,3978,1829
502,3958,1833
503,4061,1849
504,4062,1771
505,4337,1811
506,4322,1766
507,4098,1618
508,4076,1635
509,4180,1989
510,4986,1659
511,4886,1633
512,4895,1666
513,4864,1665
514,4918,1687
515,4953,1704
516,4988,1710
517,5032,1717
518,5001,1633
519,4943,1615
520,4958,1644
521,4974,1610
522,1882,5895
523,3672,2106
524,1158,355
525,1323,265
526,1493,370
527,335,312
528,117,65
529,1358,42
530,1559,86
531,1688,47
532,1410,26
