id,x,y
110,1041.98,110.78
111,1027.01,134.59
112,1045.44,127.68
113,1052.54,87.94
114,944.26,116.35
115,1006.27,180.86
116,997.82,178.37
117,963.26,164.93
118,939.26,164.93
119,959.62,191.81
120,957.7,204.67
121,968.06,204.29
122,990.34,207.74
123,999.36,218.5
124,1003.2,214.46
125,1001.86,221.95
126,1016.06,249.79
127,1021.06,260.74
128,1022.78,291.46
129,1032.58,297.02
130,959.62,258.24
131,969.02,267.65
132,909.5,266.69
133,956.74,229.44
134,946.75,228.86
135,918.53,169.92
136,927.94,156.86
137,907.2,149.57
138,898.18,126.34
139,892.61,217.54
140,892.61,230.59
141,880.9,219.07
142,881.66,267.65
143,891.07,290.11
144,738.43,210.62
145,727.87,206.59
146,723.07,220.42
147,758.59,243.26
148,761.28,253.63
149,783.55,259.78
150,793.34,244.8
151,828.29,216.19
152,844.03,207.74
153,846.91,283.97
154,854.4,265.34
155,874.94,243.84
156,835.78,259.58
157,822.34,261.7
158,816.77,275.52
159,814.27,297.98
160,779.52,280.7
161,777.22,135.74
162,764.54,153.6
163,762.62,166.27
164,787.01,181.44
165,804.29,170.3
166,819.26,168.96
167,791.04,158.4
168,612.48,34.75
169,751.68,283.58
170,731.33,289.15
171,717.7,278.98
172,696.19,289.15
173,659.14,282.62
174,657.02,290.11
175,666.82,281.09
176,658.94,269.57
177,672.38,251.33
178,667.01,255.17
179,692.16,239.42
180,696.19,248.26
181,625.15,83.14
182,614.21,86.4
183,592.9,100.42
184,584.06,110.98
185,610.37,115.2
186,641.66,111.36
187,645.7,104.26
188,651.65,121.73
189,639.17,136.7
190,645.7,145.73
191,626.11,139.2
192,608.83,141.5
193,632.83,182.21
194,618.24,188.74
195,621.31,198.34
196,635.33,229.82
197,632.83,249.22
198,691.78,193.73
199,684.67,191.62
200,666.82,186.24
201,607.3,170.5
202,595.39,168.77
203,584.64,173.38
204,591.17,176.83
205,566.78,171.84
206,573.31,157.63
207,554.69,156.1
208,548.74,156.1
209,528.0,153.41
210,519.17,154.94
211,499.78,156.1
212,486.34,144.96
213,494.4,134.21
214,509.76,128.06
215,518.59,144.19
216,525.89,137.28
217,530.11,131.33
218,499.2,98.5
219,504.19,107.9
220,468.1,80.64
221,460.99,94.85
222,502.27,39.94
223,519.17,47.23
224,520.51,61.82
225,520.51,28.8
226,531.46,12.67
227,539.33,37.25
228,576.77,12.67
229,592.9,25.34
230,598.08,38.78
231,569.28,33.98
232,473.86,201.22
233,465.41,227.9
234,506.69,213.12
235,515.52,191.23
236,535.1,230.02
237,547.01,225.98
238,564.1,227.9
239,582.53,227.52
240,581.95,215.62
241,591.55,217.15
242,605.38,231.36
243,446.02,174.72
244,470.98,426.43
245,474.82,454.27
246,486.72,429.12
247,513.22,424.51
248,608.26,444.48
249,628.61,434.5
250,635.71,451.39
251,641.09,478.46
252,641.28,494.4
253,644.54,516.48
254,666.05,508.42
255,659.14,507.26
256,676.42,496.13
257,689.66,487.1
258,666.43,471.55
259,681.22,469.63
260,664.9,477.7
261,666.43,445.44
262,645.5,446.78
263,671.42,428.93
264,654.91,420.1
265,640.7,423.17
266,672.77,409.15
267,686.21,405.7
268,692.74,407.23
269,703.68,407.04
270,692.74,430.85
271,705.02,432.58
272,716.93,427.01
273,712.51,452.35
274,700.8,471.55
275,705.02,492.48
276,713.47,502.46
277,727.87,491.9
278,735.55,481.15
279,689.28,511.87
280,676.42,517.82
281,666.05,528.38
282,670.27,532.61
283,657.6,536.64
284,703.3,519.17
285,711.17,523.39
286,668.35,383.42
287,680.83,352.51
288,704.26,355.97
289,723.65,329.86
290,749.38,331.78
291,727.49,309.5
292,691.2,330.82
293,762.24,363.84
294,748.42,371.9
295,732.86,372.48
296,716.16,384.19
297,700.22,381.31
298,687.17,382.27
299,763.58,400.13
300,741.31,425.09
301,742.46,457.92
302,756.67,473.09
303,753.79,479.62
304,745.34,523.39
305,736.32,514.94
306,729.6,524.74
307,765.7,512.45
308,766.66,530.69
309,778.56,529.34
310,788.54,509.38
311,784.51,489.02
312,765.12,490.94
313,785.47,448.9
314,774.14,444.29
315,794.3,430.08
316,790.08,419.52
317,802.37,417.6
318,778.94,387.84
319,788.54,369.79
320,789.12,360.38
321,778.56,358.08
322,780.48,329.66
323,770.11,304.51
324,782.59,306.82
325,801.41,328.32
326,827.33,309.31
327,858.05,302.02
328,852.1,315.84
329,871.49,315.84
330,883.2,331.2
331,904.7,331.58
332,875.71,368.83
333,877.82,360.96
334,817.34,355.58
335,858.82,392.83
336,888.58,419.14
337,875.71,419.14
338,875.71,410.69
339,898.18,426.05
340,800.45,525.89
341,807.74,531.65
342,811.39,517.25
343,826.56,513.98
344,826.56,501.31
345,842.5,510.91
346,852.48,528.77
347,878.78,498.82
348,892.8,488.06
349,904.7,501.5
350,918.34,501.5
351,927.94,491.52
352,936.77,499.97
353,937.73,472.13
354,917.95,474.24
355,939.46,462.14
356,928.51,449.28
357,940.22,443.9
358,897.22,457.92
359,886.27,461.18
360,914.88,436.42
361,925.44,413.18
362,907.97,408.58
363,934.46,387.65
364,911.42,371.52
365,939.26,326.78
366,926.4,321.22
367,931.97,296.45
368,945.79,293.57
369,961.73,297.98
370,971.52,300.29
371,981.89,307.97
372,1015.3,326.59
373,1047.36,326.78
374,1031.04,348.67
375,993.98,358.85
376,979.39,358.85
377,958.66,379.2
378,972.1,386.88
379,973.63,408.0
380,964.03,408.77
381,952.7,427.01
382,1243.39,373.25
383,1257.41,376.9
384,1263.17,387.26
385,1258.18,399.74
386,1034.69,438.91
387,1016.26,427.01
388,1002.24,434.88
389,1005.31,450.24
390,1006.85,460.8
391,983.62,457.73
392,966.72,459.65
393,975.94,445.82
394,992.83,475.01
395,966.72,482.5
396,965.76,498.82
397,979.39,512.83
398,960.19,533.76
399,1209.79,635.9
400,1193.86,641.28
401,1175.62,632.06
402,1197.89,666.24
403,1182.34,673.73
404,1198.27,678.14
405,1209.6,674.11
406,1248.77,710.78
407,1261.44,733.63
408,1246.46,745.54
409,1200.38,738.24
410,1206.14,716.93
411,1154.69,689.66
412,1180.03,717.31
413,1162.18,708.86
414,1109.95,681.22
415,1069.82,675.26
416,1057.34,683.14
417,1086.72,665.09
418,1078.85,649.92
419,1063.3,625.15
420,1050.82,636.86
421,1103.42,612.67
422,1072.13,720.77
423,1065.22,705.79
424,1051.97,726.91
425,1108.61,747.07
426,1100.54,768.0
427,1121.28,771.46
428,1132.8,764.54
429,1146.62,769.54
430,1169.66,757.44
431,1052.35,750.53
432,1030.46,757.06
433,1051.58,771.46
434,1021.63,771.84
435,1009.73,748.03
436,1004.16,760.9
437,993.98,771.46
438,978.62,771.46
439,957.12,775.49
440,945.41,766.46
441,936.38,761.09
442,945.41,749.57
443,935.42,746.5
444,940.42,732.29
445,951.17,738.24
446,948.29,724.42
447,966.53,720.38
448,981.5,734.78
449,977.66,711.74
450,941.38,703.49
451,953.09,709.06
452,957.31,693.12
453,954.05,679.68
454,974.4,684.48
455,975.55,663.74
456,964.99,639.94
457,986.3,651.46
458,993.98,662.4
459,996.29,679.1
460,1015.68,660.67
461,1030.46,662.4
462,1021.82,674.69
463,1052.54,661.82
464,1063.87,649.73
465,1077.31,654.91
466,1014.34,627.46
467,1026.62,610.18
468,1039.1,597.31
469,1011.65,595.78
470,1001.47,616.13
471,986.3,589.44
472,991.3,598.27
473,963.65,592.7
474,946.75,591.74
475,923.33,585.79
476,901.63,590.78
477,929.86,603.84
478,946.37,542.59
479,940.8,535.1
480,967.1,548.54
481,956.54,553.15
482,983.42,546.62
483,998.78,545.66
484,987.46,534.34
485,1006.66,534.34
486,1020.67,559.49
487,835.2,547.97
488,814.27,543.55
489,820.8,553.54
490,808.7,571.78
491,791.42,589.82
492,795.07,567.55
493,781.06,563.52
494,839.04,577.34
495,827.33,588.86
496,813.7,603.84
497,830.02,631.87
498,822.14,637.82
499,782.59,640.9
500,824.26,660.86
501,810.24,666.62
502,852.86,664.7
503,849.6,648.38
504,872.26,650.5
505,885.31,646.46
506,886.66,625.54
507,862.46,625.92
508,927.94,708.86
509,916.61,758.4
510,880.9,755.14
511,830.21,690.05
512,851.52,684.67
513,862.46,687.55
514,860.93,705.79
515,902.02,695.42
516,914.11,693.5
517,901.63,677.76
518,927.36,671.04
519,907.58,660.29
520,926.02,643.01
521,908.54,639.94
522,928.9,628.61
523,949.63,633.41
524,949.63,654.91
525,804.29,699.84
526,808.9,730.37
527,796.8,723.46
528,787.97,729.41
529,803.9,746.11
530,789.12,750.72
531,791.42,770.5
532,776.06,771.46
533,772.22,756.48
534,822.34,762.05
535,836.54,776.06
536,848.06,775.49
537,792.0,621.12
538,775.1,621.12
539,767.23,618.05
540,758.78,642.82
541,743.81,653.76
542,731.33,653.76
543,711.94,659.9
544,730.37,637.82
545,711.55,635.9
546,702.53,644.74
547,727.49,615.17
548,719.42,620.93
549,704.26,610.18
550,699.65,628.61
551,672.38,644.74
552,675.46,660.86
553,688.32,651.84
554,666.82,650.88
555,652.99,658.18
556,676.42,621.7
557,673.34,609.02
558,668.93,582.72
559,693.12,567.55
560,666.43,553.54
561,651.65,637.82
562,789.5,673.73
563,775.68,669.12
564,763.58,684.67
565,752.26,677.18
566,742.85,679.49
567,742.27,691.97
568,781.63,718.27
569,843.65,737.09
570,833.28,727.68
571,739.01,736.7
572,753.41,710.78
573,728.06,718.27
574,719.42,730.37
575,700.03,729.79
576,711.94,707.52
577,713.47,695.62
578,695.81,721.73
579,684.67,738.62
580,693.7,744.0
581,680.26,714.43
582,669.5,733.63
583,653.57,723.84
584,632.06,720.19
585,599.62,729.79
586,616.32,738.24
587,636.1,739.2
588,646.66,761.47
589,630.14,763.58
590,614.98,770.5
591,615.74,785.47
592,657.41,763.58
593,675.26,774.91
594,648.19,775.87
595,696.58,753.22
596,712.51,761.47
597,712.13,743.23
598,712.51,774.91
599,730.56,772.42
600,724.61,764.54
601,733.82,752.64
602,747.46,757.06
603,752.83,766.85
604,758.21,774.34
605,569.09,732.67
606,516.67,727.68
607,498.62,731.71
608,500.35,709.44
609,489.41,754.18
610,617.86,812.74
611,633.79,816.96
612,607.3,854.98
613,658.37,840.38
614,652.99,854.4
615,676.22,841.54
616,680.45,825.98
617,695.81,826.94
618,701.18,824.64
619,695.23,841.34
620,706.18,845.95
621,714.62,830.59
622,658.37,803.71
623,682.75,797.38
624,671.42,798.72
625,677.95,817.73
626,701.57,799.68
627,730.56,788.93
628,752.26,796.8
629,736.9,815.23
630,766.27,808.13
631,777.98,785.47
632,787.01,792.19
633,783.94,805.06
634,805.82,783.74
635,802.37,796.42
636,796.8,807.17
637,791.42,819.65
638,801.02,830.59
639,783.17,842.3
640,763.58,835.39
641,759.36,827.14
642,747.46,844.8
643,744.19,860.74
644,735.36,850.75
645,721.54,854.4
646,691.39,881.66
647,705.22,884.54
648,722.11,878.21
649,730.94,887.23
650,736.32,874.75
651,751.3,873.79
652,741.5,887.04
653,755.71,891.07
654,737.47,905.47
655,721.54,902.98
656,706.75,905.86
657,696.58,902.59
658,683.71,902.4
659,690.24,967.49
660,686.21,991.87
661,697.73,989.76
662,705.98,967.87
663,708.48,953.47
664,717.12,959.42
665,719.62,979.97
666,727.87,976.51
667,712.13,1001.66
668,737.47,987.26
669,750.72,1001.28
670,738.24,1009.73
671,763.2,982.85
672,767.04,1001.28
673,781.63,1000.9
674,794.3,1000.32
675,779.71,985.34
676,775.68,975.36
677,760.13,968.06
678,776.45,894.53
679,765.31,910.46
680,779.52,881.09
681,795.84,893.18
682,790.85,914.3
683,807.94,905.09
684,812.74,893.57
685,826.56,894.53
686,743.42,946.18
687,766.27,954.05
688,844.99,836.35
689,839.23,848.83
690,838.46,866.3
691,823.3,866.3
692,811.78,848.83
693,796.8,858.43
694,827.33,822.53
695,832.51,809.66
696,840.58,799.3
697,847.1,786.82
698,869.76,801.6
699,870.72,784.9
700,883.39,789.89
701,897.6,793.34
702,887.62,801.79
703,883.39,809.66
704,884.74,818.5
705,878.78,832.9
706,880.32,841.34
707,886.66,857.28
708,897.22,873.79
709,865.92,898.56
710,849.98,903.94
711,838.66,891.65
712,833.28,909.5
713,811.39,917.95
714,806.4,939.84
715,824.26,945.02
716,812.16,954.24
717,803.33,956.54
718,790.46,943.68
719,812.93,979.78
720,819.84,996.67
721,846.14,991.87
722,857.09,978.82
723,885.31,966.14
724,872.45,983.42
725,893.18,984.38
726,897.6,968.64
727,893.57,944.26
728,891.26,921.98
729,905.09,927.36
730,918.91,930.62
731,906.62,954.05
732,923.33,971.52
733,904.7,989.76
734,924.48,989.76
735,939.84,988.22
736,942.14,970.56
737,904.13,863.62
738,907.97,830.4
739,906.62,818.11
740,903.55,801.22
741,912.58,808.7
742,899.71,813.5
743,900.1,829.06
744,914.5,791.23
745,886.85,738.24
746,902.59,745.73
747,920.45,738.62
748,935.81,727.87
749,904.7,898.94
750,888.19,902.98
751,875.71,907.58
752,882.82,891.65
753,915.07,911.81
754,920.06,900.48
755,935.23,888.0
756,931.39,901.63
757,936.77,925.25
758,952.13,936.77
759,941.76,956.93
760,932.74,955.01
761,968.45,939.65
762,959.23,967.1
763,957.12,992.26
764,973.06,997.25
765,982.08,991.3
766,970.94,972.86
767,988.99,959.04
768,1010.3,947.71
769,1021.06,929.28
770,996.48,932.74
771,985.54,924.67
772,965.76,912.0
773,1016.06,906.82
774,966.72,893.18
775,947.33,892.03
776,945.22,876.67
777,952.13,869.76
778,947.33,851.9
779,927.55,869.18
780,935.81,849.02
781,918.34,850.37
782,899.52,844.03
783,925.82,833.09
784,937.92,824.64
785,919.87,822.14
786,933.5,806.59
787,942.72,799.87
788,937.73,776.45
789,921.41,776.06
790,913.54,774.34
791,900.1,766.08
792,951.36,784.32
793,960.77,800.83
794,965.57,810.62
795,953.28,814.08
796,971.71,830.02
797,977.47,825.98
798,996.86,832.13
799,1029.5,812.16
800,1039.68,802.37
801,1011.84,823.68
802,1006.27,842.88
803,993.79,850.94
804,1013.18,866.3
805,997.82,875.14
806,987.84,888.19
807,1005.7,889.73
808,991.87,907.97
809,982.08,910.85
810,1000.32,914.88
811,1021.63,879.17
812,1033.54,938.11
813,1031.04,982.27
814,1024.51,999.36
815,1000.32,1000.32
816,1046.59,876.67
817,1055.42,897.98
818,1032.0,869.76
819,1039.1,853.25
820,1022.78,856.7
821,1015.3,850.75
822,1027.58,835.97
823,1039.1,826.94
824,1046.59,840.0
825,1057.92,831.94
826,1055.42,812.16
827,1068.29,822.14
828,1082.3,811.58
829,1092.1,818.11
830,1109.57,824.45
831,1132.8,827.9
832,1133.38,847.3
833,1107.46,868.8
834,1090.75,870.34
835,1124.35,883.97
836,1139.71,882.24
837,1149.31,863.81
838,1159.68,835.01
839,1176.58,837.31
840,1188.48,765.89
841,1199.42,793.34
842,1209.6,791.42
843,1182.91,792.38
844,1201.15,825.41
845,1179.46,818.5
846,1206.34,858.82
847,1195.39,875.33
848,1200.77,898.37
849,1224.19,920.45
850,1228.61,907.01
851,1215.17,903.55
852,1208.26,909.31
853,1210.75,928.7
854,1195.39,939.26
855,1217.66,955.97
856,1237.44,961.92
857,1243.58,954.24
858,1225.54,972.86
859,1217.28,979.39
860,1225.73,988.22
861,1234.37,979.78
862,1241.09,971.9
863,1253.38,996.29
864,1245.5,985.34
865,1239.94,1012.61
866,1226.69,1007.23
867,1237.63,1001.66
868,1258.37,1016.06
869,1251.84,1026.43
870,1226.69,1037.57
871,1221.7,1046.4
872,1240.9,1039.49
873,1263.36,1036.42
874,1255.87,1051.39
875,1252.99,1073.09
876,1227.07,1071.74
877,1208.64,1063.3
878,1205.76,1080.77
879,1215.17,1094.21
880,1228.61,1087.1
881,1248.38,1106.5
882,1268.16,1102.08
883,1265.28,1111.1
884,1256.83,1127.23
885,1242.05,1135.87
886,1228.61,1124.93
887,1213.82,1126.85
888,1203.84,1109.57
889,1214.21,1105.54
890,1193.86,1112.83
891,1180.03,1138.18
892,1166.4,1146.24
893,1192.32,1142.21
894,1182.91,1117.44
895,1172.35,1122.82
896,1164.67,1109.95
897,1165.63,1102.46
898,1171.01,1088.64
899,1145.28,1091.71
900,1137.79,1114.94
901,1145.09,1124.35
902,1131.46,1128.38
903,1142.21,1132.42
904,1122.43,1144.13
905,1104.0,1133.76
906,1092.67,1132.42
907,1083.07,1133.76
908,1075.39,1143.74
909,1071.74,1126.85
910,1059.46,1125.89
911,1066.18,1100.54
912,1088.06,1103.42
913,1077.31,1110.91
914,1120.9,1102.66
915,1129.34,1096.51
916,1128.38,1114.37
917,1155.07,1105.54
918,1110.34,1083.07
919,1103.04,1075.58
920,1086.14,1061.95
921,1074.82,1073.66
922,1068.86,1066.75
923,1054.46,1073.66
924,1029.12,1059.46
925,1040.64,1045.44
926,1051.97,1013.57
927,1046.02,1009.15
928,1037.18,1019.14
929,1042.56,1026.43
930,1021.06,1015.68
931,1010.11,1007.81
932,994.37,1009.15
933,989.57,1015.68
934,1001.47,1024.51
935,993.79,1032.19
936,1007.23,1041.6
937,1022.59,1041.6
938,1021.06,1032.58
939,1036.61,1036.99
940,1010.11,1055.23
941,1013.76,1067.33
942,1026.62,1074.62
943,1038.91,1082.11
944,1019.71,1095.55
945,1055.42,1108.61
946,1038.53,1111.1
947,1043.14,1134.14
948,1026.05,1135.3
949,1002.82,1140.67
950,1010.3,1127.42
951,932.35,1014.53
952,946.18,1007.62
953,947.33,1023.17
954,957.12,1010.3
955,966.14,1019.52
956,966.53,1038.53
957,957.7,1029.12
958,949.63,1040.83
959,980.35,1047.94
960,990.91,1044.48
961,994.94,1063.68
962,980.54,1085.76
963,968.45,1062.34
964,990.91,1099.58
965,984.38,1090.75
966,999.36,1085.57
967,1004.16,1097.66
968,1011.84,1089.98
969,988.8,1132.8
970,976.51,1143.74
971,967.1,1130.69
972,978.62,1117.44
973,964.22,1105.92
974,900.67,1011.26
975,886.27,1013.18
976,881.86,1019.71
977,888.58,1022.02
978,900.67,1046.98
979,881.66,1042.37
980,867.26,1025.66
981,862.27,1011.26
982,857.86,1003.39
983,846.91,1002.82
984,916.03,1029.5
985,931.97,1036.99
986,916.61,1044.1
987,928.32,1065.22
988,941.18,1072.13
989,942.14,1061.38
990,947.71,1062.72
991,954.05,1076.35
992,935.81,1088.06
993,941.76,1098.62
994,933.31,1108.42
995,926.02,1096.51
996,930.24,1119.94
997,927.94,1126.27
998,944.26,1134.14
999,943.68,1122.82
1000,945.79,1107.46
1001,886.08,1089.98
1002,897.02,1082.11
1003,895.1,1068.67
1004,912.96,1070.78
1005,908.54,1097.66
1006,865.54,1088.64
1007,856.51,1102.08
1008,869.95,1108.42
1009,881.86,1119.74
1010,889.73,1123.97
1011,909.5,1123.01
1012,908.54,1140.1
1013,893.18,1141.82
1014,872.45,1145.28
1015,880.13,1134.34
1016,843.65,1141.82
1017,831.55,1137.79
1018,841.73,1123.97
1019,855.36,1133.18
1020,854.02,1112.45
1021,822.14,1114.56
1022,821.76,1097.47
1023,832.51,1113.02
1024,842.69,1092.67
1025,855.36,1041.6
1026,842.69,1041.98
1027,803.9,1078.27
1028,793.92,1090.18
1029,788.93,1066.18
1030,788.93,1051.01
1031,803.52,1061.38
1032,834.24,1045.06
1033,829.25,1020.67
1034,806.4,1025.47
1035,794.5,1036.03
1036,794.3,1046.98
1037,774.14,1020.1
1038,740.93,1018.18
1039,730.94,1015.68
1040,692.35,1016.26
1041,652.03,1019.71
1042,675.26,1034.11
1043,697.73,1056.77
1044,710.98,1051.01
1045,721.54,1059.46
1046,739.01,1056.77
1047,743.81,1071.74
1048,714.43,1081.15
1049,698.3,1083.07
1050,683.71,1079.81
1051,681.41,1095.17
1052,691.78,1107.07
1053,704.64,1106.11
1054,726.34,1098.05
1055,734.02,1117.44
1056,748.22,1109.95
1057,772.22,1117.44
1058,760.32,1126.85
1059,747.84,1126.46
1060,773.57,1136.26
1061,788.93,1147.2
1062,759.74,1145.66
1063,745.92,1143.36
1064,726.53,1142.78
1065,716.16,1141.63
1066,704.26,1140.1
1067,688.32,1139.14
1068,671.04,1141.25
1069,682.94,1123.78
1070,469.44,1136.83
1071,434.3,1063.3
1072,445.63,1064.83
1073,445.25,1072.13
1074,418.94,1062.91
1075,411.84,1035.46
1076,409.34,1021.63
1077,442.18,1005.7
1078,457.15,983.04
1079,449.66,960.58
1080,462.53,956.16
1081,441.6,954.62
1082,408.96,955.58
