id,x,y
475,829.44,756.29
476,819.84,753.02
477,817.34,737.86
478,814.46,726.34
479,853.44,744.96
480,871.87,747.84
481,858.62,757.44
482,870.91,761.66
483,865.15,767.62
484,777.79,765.5
485,783.17,782.02
486,788.54,754.56
487,783.17,744.96
488,786.05,726.34
489,772.61,733.44
490,771.07,748.42
491,760.51,782.59
492,757.63,769.92
493,732.67,799.49
494,711.36,785.09
495,713.09,773.76
496,699.46,775.87
497,673.54,797.95
498,654.72,789.7
499,668.16,778.75
500,662.4,769.54
501,665.28,759.17
502,655.3,739.97
503,625.34,738.82
504,685.63,722.88
505,707.71,737.09
506,718.66,752.06
507,736.51,738.24
508,891.84,649.15
509,883.58,656.64
510,883.58,575.81
511,868.03,579.65
512,857.28,574.08
513,845.95,569.09
514,831.94,571.2
515,823.1,570.43
516,836.93,596.16
517,822.34,593.28
518,830.59,585.02
519,850.18,583.68
520,845.95,613.82
521,850.18,619.97
522,859.39,608.83
523,866.5,602.88
524,838.46,632.83
525,824.45,613.44
526,815.23,613.82
527,799.87,588.86
528,806.02,576.58
529,811.78,579.26
530,785.66,575.04
531,777.79,572.93
532,778.18,589.25
533,777.22,601.34
534,780.29,612.48
535,763.97,612.86
536,760.13,596.35
537,758.02,578.69
538,746.11,576.77
539,744.38,600.0
540,744.77,610.75
541,748.99,633.02
542,770.69,625.34
543,766.85,635.9
544,764.74,649.54
545,758.21,654.91
546,763.2,661.25
547,781.06,664.7
548,782.78,656.26
549,788.93,648.38
550,803.9,646.66
551,809.28,656.26
552,821.76,651.26
553,831.36,650.88
554,851.52,648.77
555,842.69,660.48
556,819.26,667.97
557,745.73,715.78
558,734.78,724.99
559,757.25,728.26
560,771.07,705.41
561,788.16,703.87
562,783.17,717.12
563,819.26,702.53
564,834.82,690.43
565,849.79,677.57
566,859.01,659.14
567,762.24,686.59
568,756.1,695.81
569,743.62,703.68
570,729.02,703.87
571,604.42,802.94
572,615.55,779.52
573,601.15,778.37
574,558.91,784.51
575,553.92,774.91
576,565.25,770.5
577,576.19,743.81
578,562.75,734.98
579,543.17,738.43
580,542.02,750.34
581,516.1,758.4
582,521.86,749.18
583,526.46,728.26
584,513.6,717.89
585,502.85,707.52
586,500.35,697.92
587,473.66,702.14
588,462.72,724.61
589,455.62,706.18
590,468.29,688.32
591,453.5,679.49
592,449.09,672.0
593,461.18,665.09
594,458.11,660.1
595,479.42,667.2
596,490.18,659.14
597,523.97,653.76
598,522.82,662.02
599,554.5,674.5
600,552.77,683.71
601,566.98,694.66
602,546.43,712.51
603,530.69,705.41
604,571.01,721.15
605,582.72,717.12
606,577.34,686.21
607,585.98,684.29
608,583.1,694.08
609,615.55,688.32
610,662.4,705.41
611,653.95,712.51
612,640.7,712.13
613,632.64,721.15
614,646.85,725.95
615,681.02,676.61
616,689.86,682.56
617,695.62,669.7
618,709.82,670.08
619,715.58,679.68
620,709.44,700.03
621,721.54,688.32
622,726.53,673.73
623,750.14,680.83
624,739.01,654.53
625,739.01,640.51
626,721.54,648.77
627,700.99,637.44
628,710.21,625.34
629,729.02,621.7
630,721.54,603.84
631,730.56,591.36
632,720.96,564.67
633,712.7,571.58
634,711.36,586.18
635,694.85,590.78
636,685.63,599.62
637,686.02,611.71
638,698.11,607.49
639,705.22,607.87
640,696.0,623.42
641,682.37,622.08
642,672.0,638.78
643,669.31,650.11
644,651.84,651.65
645,631.87,657.98
646,634.75,668.74
647,625.73,672.19
648,633.98,684.29
649,660.67,684.29
650,663.94,675.46
651,616.51,648.38
652,620.74,625.92
653,629.76,609.98
654,631.49,588.86
655,653.57,628.8
656,668.54,625.54
657,647.23,634.94
658,667.39,610.94
659,653.18,613.44
660,663.55,597.89
661,673.15,587.14
662,672.0,569.66
663,662.4,560.83
664,611.52,580.42
665,636.1,584.06
666,593.47,586.75
667,581.57,590.78
668,588.67,602.11
669,578.5,601.34
670,590.98,614.21
671,612.67,669.12
672,597.7,666.24
673,585.6,662.59
674,574.46,659.14
675,573.7,667.58
676,480.19,652.03
677,471.55,639.17
678,447.36,639.17
679,458.3,623.23
680,452.74,609.22
681,486.14,610.37
682,470.59,600.0
683,519.74,623.42
684,510.72,633.79
685,523.2,611.33
686,546.05,610.75
687,542.78,626.3
688,449.86,586.18
689,464.45,572.93
690,485.76,569.66
691,514.75,566.98
692,531.07,570.82
693,537.79,562.18
694,561.98,565.82
695,567.74,567.94
696,571.58,556.22
697,594.82,563.33
698,605.18,554.69
699,646.08,553.34
700,655.68,539.52
701,671.04,553.73
702,690.62,556.99
703,697.34,549.12
704,713.47,549.5
705,728.45,548.35
706,744.77,543.74
707,709.06,493.44
708,629.38,505.73
709,625.34,517.44
710,571.58,516.67
711,477.7,527.81
712,442.37,494.21
713,442.75,482.5
714,71.81,339.07
715,12.67,274.94
716,21.7,246.34
717,31.3,260.93
718,86.02,305.86
719,85.82,225.02
720,149.18,225.41
721,217.54,312.58
722,299.14,359.62
723,313.73,351.74
724,326.59,365.76
725,304.51,382.08
726,309.12,391.3
727,353.28,394.56
728,311.62,405.31
729,310.46,425.86
730,347.14,435.07
731,357.12,445.44
732,340.42,477.12
733,306.62,481.34
734,309.7,471.36
735,352.51,481.15
736,368.26,481.73
737,379.97,475.01
738,388.42,481.73
739,392.83,491.71
740,422.02,490.37
741,424.13,464.64
742,404.93,469.63
743,474.24,464.26
744,486.14,469.63
745,502.46,466.75
746,520.7,460.42
747,527.04,444.1
748,540.29,437.95
749,512.83,437.57
750,496.7,436.22
751,491.33,448.7
752,463.3,441.6
753,462.91,433.34
754,449.66,421.63
755,458.69,410.88
756,433.73,381.7
757,418.75,424.9
758,404.93,435.84
759,385.92,418.75
760,385.34,395.9
761,419.14,356.35
762,385.92,339.26
763,408.0,336.58
764,413.76,322.94
765,370.94,330.43
766,346.18,331.97
767,376.7,307.01
768,390.91,294.91
769,414.14,299.9
770,426.24,311.62
771,429.7,301.63
772,416.26,283.39
773,420.86,270.72
774,391.68,268.42
775,376.32,267.07
776,377.86,249.98
777,337.15,243.26
778,314.69,247.49
779,304.51,274.18
780,300.1,269.95
781,302.02,286.27
782,322.94,290.5
783,301.25,233.66
784,294.53,215.04
785,351.74,225.41
786,408.77,218.3
787,434.11,220.8
788,447.55,222.91
789,444.67,232.13
790,456.19,246.34
791,445.06,256.32
792,436.22,264.19
793,443.33,262.85
794,449.66,278.02
795,437.95,278.4
796,453.31,282.05
797,482.88,267.84
798,476.16,250.37
799,490.37,246.72
800,466.56,232.13
801,471.74,220.03
802,485.76,222.14
803,487.87,208.32
804,504.96,215.81
805,503.42,233.66
806,509.18,260.74
807,510.72,288.0
808,502.85,287.81
809,473.66,282.05
810,442.56,310.46
811,462.53,329.09
812,470.78,339.65
813,484.99,343.3
814,484.22,331.58
815,482.88,322.94
816,468.67,319.49
817,482.11,300.1
818,499.97,327.94
819,505.73,315.84
820,517.82,312.38
821,480.77,400.51
822,472.51,489.22
823,479.62,492.86
824,492.86,489.6
825,512.06,487.49
826,539.14,485.38
827,560.45,480.0
828,562.94,476.16
829,571.58,481.34
830,585.02,478.66
831,589.06,472.51
832,582.14,463.68
833,581.57,453.31
834,570.82,443.33
835,561.98,444.67
836,545.28,452.16
837,557.95,464.26
838,559.87,437.57
839,569.47,426.24
840,581.95,440.06
841,539.9,419.9
842,530.88,419.9
843,521.28,415.1
844,527.81,432.96
845,499.97,424.51
846,482.5,385.73
847,494.98,389.95
848,498.62,365.38
849,530.5,373.25
850,508.42,384.96
851,512.45,397.82
852,521.28,389.18
853,535.87,403.78
854,542.98,396.29
855,541.25,386.3
856,556.22,390.34
857,559.49,375.74
858,567.36,394.56
859,558.72,400.9
860,571.97,403.78
861,565.06,408.0
862,574.66,413.38
863,584.45,412.42
864,589.06,426.62
865,609.6,427.39
866,617.09,435.07
867,596.74,441.6
868,600.77,450.05
869,612.86,453.31
870,612.1,468.29
871,621.31,477.5
872,532.8,345.41
873,513.41,353.28
874,543.36,345.79
875,537.02,326.21
876,530.5,315.84
877,539.52,307.58
878,523.78,298.75
879,533.76,288.77
880,539.52,284.16
881,530.5,260.93
882,538.37,234.24
883,522.82,200.06
884,465.41,191.62
885,432.19,195.84
886,416.64,205.06
887,396.29,206.98
888,377.47,209.47
889,411.65,192.38
890,407.04,185.47
891,483.84,192.96
892,503.81,186.24
893,537.79,200.06
894,548.74,184.13
895,557.95,207.94
896,547.97,232.13
897,564.48,246.14
898,549.12,257.47
899,569.47,272.45
900,577.54,247.49
901,571.58,230.02
902,573.31,200.83
903,569.86,180.48
904,584.06,195.46
905,604.61,189.12
906,605.38,285.89
907,590.4,260.93
908,602.88,256.32
909,599.04,240.77
910,592.13,213.7
911,602.88,206.21
912,610.37,217.54
913,621.7,206.21
914,633.6,204.1
915,633.79,198.72
916,646.66,205.06
917,652.8,188.35
918,634.94,184.13
919,663.17,192.58
920,669.89,201.6
921,658.75,210.82
922,671.23,219.07
923,664.9,236.74
924,655.87,246.14
925,639.94,238.27
926,627.84,231.74
927,619.58,247.49
928,615.74,259.2
929,616.51,269.18
930,634.56,254.98
931,633.79,275.9
932,621.31,284.16
933,639.94,293.76
934,626.69,303.74
935,620.35,329.09
936,605.38,335.42
937,600.77,330.05
938,583.68,342.53
939,569.47,333.7
940,571.2,316.61
941,566.59,309.89
942,580.42,304.9
943,588.29,320.45
944,557.95,289.92
945,551.62,299.52
946,545.86,316.22
947,556.61,332.16
948,566.59,348.29
949,560.83,358.27
950,570.05,367.87
951,585.02,390.91
952,588.29,383.42
953,594.05,369.6
954,606.14,385.34
955,611.52,398.78
956,600.38,395.52
957,629.57,427.97
958,645.89,444.1
959,651.65,435.84
960,659.14,459.26
961,645.7,459.07
962,637.82,452.93
963,632.45,466.18
964,666.62,454.08
965,632.06,393.79
966,627.46,382.08
967,619.58,363.65
968,614.98,352.51
969,643.2,354.24
970,648.19,387.07
971,644.93,380.93
972,658.18,371.14
973,667.39,361.34
974,671.23,384.19
975,665.28,379.97
976,660.29,387.46
977,667.39,401.28
978,659.52,410.88
979,637.82,420.1
980,682.37,425.86
981,691.58,435.46
982,706.18,451.78
983,706.18,448.32
984,721.15,441.6
985,741.7,451.58
986,749.18,448.7
987,794.11,447.17
988,809.47,448.7
989,820.8,448.7
990,819.07,436.61
991,833.28,446.21
992,844.99,447.55
993,854.78,445.44
994,844.8,435.46
995,852.29,427.01
996,855.36,414.91
997,835.01,415.49
998,827.33,414.53
999,829.82,430.46
1000,811.2,416.26
1001,807.74,424.13
1002,795.26,426.24
1003,783.55,413.38
1004,769.54,414.53
1005,741.5,422.4
1006,861.5,377.86
1007,849.98,393.41
1008,847.3,405.31
1009,827.9,400.9
1010,806.59,409.15
1011,828.67,388.42
1012,837.31,376.32
1013,844.99,360.77
1014,849.41,350.78
1015,821.95,372.86
1016,812.93,378.43
1017,794.88,382.85
1018,783.55,375.94
1019,771.07,380.35
1020,759.55,397.06
1021,743.23,380.93
1022,732.1,381.7
1023,720.38,400.32
1024,724.03,408.38
1025,708.67,410.88
1026,710.02,400.9
1027,686.98,407.42
1028,697.92,396.67
1029,691.58,394.94
1030,702.34,368.64
1031,710.4,377.47
1032,684.1,370.37
1033,674.11,353.66
1034,669.89,336.77
1035,654.53,345.79
1036,647.81,331.58
1037,635.33,333.31
1038,660.67,320.06
1039,660.86,327.55
1040,659.52,303.36
1041,672.96,315.46
1042,684.86,325.06
1043,698.3,324.67
1044,701.95,342.91
1045,700.42,358.27
1046,713.66,332.16
1047,726.53,328.32
1048,735.36,334.66
1049,720.0,353.28
1050,735.36,355.39
1051,725.38,370.37
1052,746.11,365.76
1053,759.55,353.28
1054,771.07,365.38
1055,773.18,348.67
1056,784.13,355.39
1057,794.11,352.13
1058,796.22,339.07
1059,808.13,351.55
1060,814.46,346.56
1061,815.81,360.0
1062,831.55,332.54
1063,846.91,328.32
1064,847.49,317.95
1065,841.92,302.02
1066,841.15,292.8
1067,670.85,270.72
1068,679.1,269.18
1069,692.93,268.22
1070,690.43,285.89
1071,667.78,290.88
1072,702.91,281.66
1073,710.78,286.27
1074,705.41,303.36
1075,729.02,309.12
1076,724.61,286.66
1077,740.35,287.42
1078,755.33,292.42
1079,752.83,298.37
1080,726.53,269.57
1081,738.62,270.72
1082,736.51,248.64
1083,725.76,254.98
1084,711.55,254.98
1085,689.86,243.84
1086,686.98,228.67
1087,677.95,244.61
1088,707.33,227.14
1089,697.54,221.57
1090,700.8,196.99
1091,684.48,198.72
1092,693.7,183.74
1093,677.38,187.39
1094,704.45,172.03
1095,685.82,166.66
1096,752.83,324.48
1097,751.49,346.18
1098,761.09,336.58
1099,776.64,332.93
1100,784.9,336.77
1101,777.79,322.18
1102,790.27,326.59
1103,800.83,330.05
1104,810.24,319.68
1105,824.83,307.97
1106,827.71,299.52
1107,814.85,300.48
1108,790.85,290.5
1109,780.67,307.39
1110,769.92,312.96
1111,760.7,313.34
1112,803.33,313.34
1113,792.38,313.34
1114,774.53,287.04
1115,760.7,276.29
1116,773.57,265.92
1117,771.26,251.14
1118,742.08,234.62
1119,751.68,233.28
1120,742.85,217.15
1121,727.49,215.81
1122,719.42,194.88
1123,714.05,189.5
1124,731.9,185.09
1125,731.14,162.82
1126,750.34,173.76
1127,752.45,187.97
1128,748.61,201.22
1129,767.42,207.17
1130,762.43,223.68
1131,778.18,236.35
1132,790.85,247.87
1133,794.11,230.02
1134,791.62,222.53
1135,803.33,210.43
1136,786.24,205.06
1137,793.73,196.61
1138,788.74,275.9
1139,794.5,262.85
1140,806.59,252.48
1141,809.47,270.34
1142,806.59,284.16
1143,829.06,272.45
1144,843.26,274.18
1145,842.3,264.58
1146,832.9,258.24
1147,855.74,270.72
1148,865.34,264.19
1149,879.36,269.57
1150,894.53,267.46
1151,906.24,264.96
1152,917.38,267.46
1153,926.59,267.84
1154,930.62,255.94
1155,918.72,245.76
1156,904.51,246.14
1157,895.3,237.5
1158,891.07,248.83
1159,875.33,251.14
1160,864.0,253.63
1161,862.46,237.89
1162,869.38,229.06
1163,877.82,234.62
1164,910.66,230.78
1165,907.01,210.43
1166,896.64,213.7
1167,883.97,193.73
1168,869.95,210.82
1169,859.01,210.43
1170,838.66,218.3
1171,825.79,230.02
1172,836.93,236.35
1173,851.14,220.8
1174,821.57,202.18
1175,809.86,180.86
1176,789.12,175.87
1177,776.64,167.42
1178,778.75,185.86
1179,829.44,187.39
1180,828.67,165.89
1181,848.26,164.54
1182,844.8,190.08
1183,864.96,180.1
1184,871.87,166.27
1185,886.08,172.42
1186,907.01,169.92
1187,905.66,156.29
1188,915.65,156.67
1189,924.86,155.71
1190,942.72,163.39
1191,946.56,157.44
1192,955.78,166.66
1193,930.24,182.02
1194,921.98,185.86
1195,912.77,180.48
1196,928.13,174.53
1197,909.89,188.74
1198,909.89,197.95
1199,937.73,217.92
1200,943.68,240.77
1201,942.72,252.1
1202,924.86,237.12
1203,956.93,245.76
1204,955.2,257.86
1205,809.09,526.27
1206,795.84,532.03
1207,805.82,548.74
1208,835.78,543.74
1209,850.75,539.14
1210,862.85,535.49
1211,873.22,538.75
1212,871.49,550.46
1213,882.82,558.34
1214,890.69,539.14
1215,896.64,552.58
1216,908.74,551.23
1217,935.23,554.69
1218,933.12,541.63
1219,928.7,529.54
1220,905.66,523.78
1221,933.12,515.33
1222,940.61,503.23
1223,948.29,522.43
1224,959.04,537.98
1225,962.88,525.5
1226,979.78,523.39
1227,967.3,534.53
1228,990.34,537.6
1229,999.36,524.16
1230,990.34,520.9
1231,1010.69,510.53
1232,1017.02,525.89
1233,1024.13,518.4
1234,978.24,495.94
1235,956.54,501.7
1236,961.54,479.62
1237,981.5,480.0
1238,992.26,473.28
1239,942.72,452.54
1240,929.09,453.31
1241,928.7,461.57
1242,928.7,481.34
1243,928.32,439.49
1244,929.47,427.58
1245,927.36,410.3
1246,928.32,395.9
1247,930.62,384.58
1248,928.13,369.98
1249,930.62,351.74
1250,927.36,327.94
1251,939.46,336.77
1252,923.52,293.76
1253,946.18,290.88
1254,952.32,314.69
1255,949.82,342.53
1256,955.39,358.85
1257,939.84,359.62
1258,956.93,369.6
1259,979.78,341.18
1260,981.12,364.61
1261,986.5,373.82
1262,977.47,376.32
1263,979.39,396.67
1264,971.9,404.93
1265,959.42,402.43
1266,950.21,405.89
1267,948.29,417.41
1268,961.54,425.47
1269,948.29,438.72
1270,968.26,416.26
1271,984.0,416.64
1272,974.02,443.71
1273,996.86,426.62
1274,1003.2,418.75
1275,1003.97,405.31
1276,1009.54,392.83
1277,997.25,393.41
1278,1014.91,432.0
1279,1001.09,440.45
1280,996.48,455.42
1281,985.73,455.42
1282,992.45,482.11
1283,997.44,498.43
1284,1006.85,474.62
1285,1014.53,465.79
1286,1022.02,466.56
1287,1013.18,482.5
1288,1029.89,495.74
1289,1041.6,496.32
1290,1057.34,502.08
1291,1061.95,514.94
1292,1068.48,514.94
1293,1052.74,528.38
1294,1040.26,528.0
1295,1040.26,545.47
1296,1023.17,547.01
1297,1011.84,557.95
1298,1001.86,547.58
1299,1012.42,550.46
1300,989.76,556.61
1301,1049.86,568.32
1302,1060.99,555.84
1303,1081.15,555.46
1304,1087.68,544.9
1305,1092.29,532.42
1306,1112.26,545.09
1307,1117.25,562.56
1308,1129.34,549.5
1309,1131.84,537.02
1310,1141.82,537.98
1311,1142.21,528.0
1312,1157.38,524.16
1313,1137.22,510.53
1314,1129.34,508.8
1315,1113.98,509.18
1316,1104.77,511.68
1317,1108.61,519.94
1318,1089.41,512.83
1319,1073.66,521.66
1320,1064.45,535.49
1321,1074.43,504.96
1322,1089.79,500.93
1323,1106.88,490.75
1324,1123.58,481.73
1325,1134.72,490.37
1326,1152.0,487.87
1327,1153.54,481.34
1328,1165.63,475.01
1329,1173.89,461.18
1330,1131.84,466.56
1331,1117.25,464.06
1332,1100.74,472.9
