id,x,y
462,514.75,576.0
463,450.62,602.5
464,444.1,587.71
465,423.94,571.97
466,400.9,589.25
467,400.9,582.72
468,365.38,633.6
469,340.42,635.33
470,333.5,657.41
471,360.58,652.22
472,366.14,666.24
473,385.54,670.27
474,383.23,654.53
475,382.46,645.31
476,387.26,633.22
477,396.1,634.37
478,392.06,622.66
479,417.02,625.92
480,404.93,653.38
481,424.32,651.84
482,430.46,655.1
483,438.53,647.04
484,454.27,638.02
485,465.41,636.48
486,480.0,639.74
487,488.06,621.5
488,502.66,626.3
489,523.2,628.03
490,538.18,636.48
491,535.68,647.81
492,522.82,647.81
493,507.84,650.11
494,498.62,669.5
495,491.71,676.03
496,488.83,687.36
497,510.34,676.8
498,474.05,689.66
499,469.06,672.77
500,468.29,667.2
501,450.24,666.24
502,436.42,682.94
503,427.58,682.37
504,411.07,672.0
505,402.62,684.48
506,385.54,694.08
507,369.79,704.26
508,372.29,718.85
509,338.3,731.71
510,402.62,714.24
511,392.83,728.45
512,427.58,720.77
513,429.5,732.1
514,431.62,705.41
515,466.75,725.57
516,459.07,722.88
517,449.28,730.94
518,453.7,744.96
519,446.21,738.43
520,445.25,750.53
521,426.82,741.7
522,406.66,748.99
523,400.13,750.14
524,413.38,759.17
525,400.51,767.23
526,391.3,788.93
527,385.92,812.74
528,398.59,814.27
529,403.01,825.98
530,373.06,850.18
531,369.41,869.95
532,379.2,880.13
533,381.89,894.14
534,459.46,834.05
535,467.52,820.42
536,492.1,840.58
537,501.31,820.42
538,504.96,809.86
539,490.94,795.07
540,434.88,776.83
541,427.58,791.81
542,468.29,766.85
543,474.05,747.07
544,518.78,799.49
545,531.26,816.38
546,529.15,789.7
547,519.55,777.6
548,502.66,782.02
549,487.68,769.54
550,490.56,754.18
551,506.69,760.7
552,517.06,749.76
553,526.46,760.7
554,502.27,739.01
555,515.14,731.33
556,500.93,726.34
557,493.82,725.57
558,480.0,720.0
559,501.31,695.81
560,507.07,706.18
561,547.01,748.99
562,538.56,773.95
563,550.66,772.8
564,563.14,780.48
565,567.55,770.88
566,563.9,752.26
567,562.37,740.54
568,597.5,742.46
569,609.6,755.9
570,603.07,776.06
571,590.98,773.18
572,580.42,778.94
573,592.13,793.34
574,574.08,802.18
575,559.87,803.9
576,538.56,807.17
577,609.6,805.44
578,608.26,791.04
579,585.79,806.78
580,599.42,836.93
581,603.84,845.38
582,626.5,892.99
583,619.58,888.19
584,623.23,910.46
585,630.91,911.23
586,651.07,919.3
587,667.97,905.86
588,673.73,890.69
589,685.44,897.79
590,692.16,887.81
591,725.38,889.34
592,714.43,887.81
593,676.03,849.79
594,657.98,871.68
595,645.12,863.62
596,636.1,863.23
597,622.46,878.59
598,617.66,838.08
599,616.9,829.63
600,640.13,824.06
601,645.5,834.62
602,651.46,846.14
603,679.3,833.66
604,678.14,815.62
605,669.7,805.06
606,629.38,805.44
607,623.62,793.73
608,634.94,779.33
609,633.79,757.82
610,645.12,744.19
611,662.78,744.58
612,663.94,764.74
613,653.57,764.35
614,691.39,759.94
615,682.18,753.79
616,717.31,740.54
617,722.5,752.64
618,710.02,773.95
619,717.31,792.96
620,702.34,813.12
621,694.27,807.94
622,668.93,796.22
623,662.4,782.4
624,735.74,810.82
625,749.57,832.13
626,753.22,849.79
627,737.47,864.38
628,743.81,910.46
629,721.73,932.93
630,760.51,1025.66
631,782.59,979.01
632,794.69,971.33
633,852.86,1037.76
634,868.61,1011.65
635,870.91,982.08
636,864.19,941.76
637,852.48,915.65
638,896.45,948.67
639,905.66,923.33
640,921.41,917.18
641,935.23,939.46
642,787.97,893.76
643,774.53,882.05
644,789.5,868.42
645,793.15,873.22
646,845.95,891.84
647,864.58,892.61
648,889.54,872.83
649,881.86,852.67
650,841.92,877.25
651,825.79,876.48
652,841.54,861.5
653,839.04,845.38
654,845.57,849.02
655,815.81,860.74
656,820.22,843.07
657,800.45,844.22
658,773.38,837.7
659,770.88,808.7
660,774.53,788.54
661,767.62,769.54
662,770.11,737.28
663,788.35,738.05
664,792.77,747.46
665,790.66,761.09
666,796.42,772.03
667,810.05,760.7
668,819.26,771.65
669,827.9,801.02
670,811.78,820.03
671,864.58,830.4
672,878.21,808.7
673,891.65,837.31
674,861.7,794.69
675,853.25,771.65
676,846.34,768.77
677,837.12,739.01
678,911.04,796.99
679,974.21,734.98
680,971.52,751.1
681,939.65,759.17
682,937.54,775.68
683,914.11,755.9
684,1000.51,774.34
685,1025.86,771.65
686,1019.9,758.78
687,1054.27,763.2
688,1084.8,761.09
689,1079.62,785.28
690,971.14,771.26
691,995.33,813.12
692,1005.31,805.06
693,969.02,849.41
694,960.96,863.62
695,1055.04,968.45
696,1051.01,931.01
697,1036.8,938.11
698,1025.09,925.25
699,1021.06,909.5
700,1044.1,921.6
701,1043.71,893.38
702,1036.03,870.53
703,1014.72,875.71
704,1013.76,853.82
705,1087.3,887.42
706,1081.15,862.85
707,1074.82,844.99
708,1080.77,825.98
709,1006.66,1023.74
710,1086.14,1037.38
711,992.06,1041.41
712,1029.12,1113.6
713,1029.12,1100.74
714,1011.84,1112.45
715,849.98,1068.48
716,837.89,1059.07
717,834.24,1078.85
718,829.82,1111.87
719,819.26,1130.88
720,800.45,1121.28
721,813.31,1070.4
722,793.15,1065.6
723,774.53,1086.91
724,751.1,1078.85
725,742.27,1081.73
726,765.7,1126.08
727,742.27,1132.61
728,710.02,1089.41
729,701.95,1095.74
730,677.76,1089.02
731,676.61,1081.73
732,652.8,1113.22
733,648.77,1096.7
734,453.31,1147.01
735,444.48,1126.46
736,428.35,1127.23
737,345.6,1076.93
738,326.59,1088.26
739,323.52,1066.75
740,325.06,927.94
